Genre,Actor,Director,Country,Budget_MUSD,Screens,Weeks,Screen_Stability,Ticket_Price,Shows_per_Day,Revenue_MUSD,Profit_MUSD,Target,Rating
Thriller,Elizabeth Banks,Ridley Scott,Canada,154,9475,14,Drop Fast,29,8,488.27,334.27,1,10.0
Drama,Hank Azaria,Ridley Scott,South Korea,122,3781,5,Slow Drop,23,20,258.73,136.73,1,6.6
Drama,Mike Myers,Shyam Benegal,Belgium,169,3286,4,Slow Drop,69,10,279.12,110.12,1,7.4
Drama,Alex Borstein,Lars von Trier,United Kingdom,256,7366,14,Slow Drop,60,11,-1846.54,-2102.54,0,8.2
Horror,Jr. NTR,Shankar,France,271,921,5,Slow Drop,21,2,5.04,-265.96,0,4.2
Animation,Pamela Adlon,Paul Thomas Anderson,Germany,48,1354,11,Stable,66,4,310.26,262.26,1,10.0
Fantasy,Awkwafina,Peter Jackson,Canada,185,7367,4,Stable,33,21,708.07,523.07,1,6.5
Animation,Alex Borstein,Michelangelo Antonioni,Denmark,81,216,8,Slow Drop,51,21,68.3,-12.7,0,4.4
Action,Paul Rudd,Shyam Benegal,Thailand,378,7297,8,Growing,27,9,1030.4,652.4,1,9.1
Animation,Tom Hanks,Vetrimaaran,South Korea,120,9383,1,Slow Drop,12,8,40.53,-79.47,0,2.5
Horror,Wallace Shawn,Luc Besson,Japan,449,2432,14,Slow Drop,72,5,451.63,2.63,1,10.0
Action,Bill Hader,Benjamin Renner,South Korea,71,1646,12,Growing,18,14,372.02,301.02,1,9.6
Animation,Jane Lynch,Suhas Kadav,China,17,5974,3,Drop Fast,54,2,36.25,19.25,1,5.5
Horror,Meryl Streep,Deepa Mehta,Denmark,96,3283,11,Growing,17,21,1202.56,1106.56,1,8.9
Fantasy,Owen Wilson,Elia Kazan,Spain,250,8471,4,Growing,68,17,1988.48,1738.48,1,5.7
Animation,Priyanka Chopra,Ingmar Bergman,New Zealand,271,7152,2,Stable,52,8,245.91,-25.09,0,2.0
Horror,Hugo Weaving,Pedro Almodóvar,Germany,143,8041,14,Drop Fast,54,2,177.63,34.63,1,10.0
Drama,Mila Kunis,Federico Fellini,United States,345,5591,13,Growing,41,23,-4256.46,-4601.46,0,7.3
Thriller,Bradley Cooper,Gulzar,Denmark,248,9401,5,Slow Drop,20,15,436.56,188.56,1,8.0
Drama,Alan Tudyk,Clyde Geronimi,New Zealand,345,9164,11,Growing,30,2,512.69,167.69,1,10.0
Thriller,Jason Segel,Karan Johar,Mexico,395,8114,8,Stable,43,11,1798.22,1403.22,1,7.4
Comedy,Eddie Murphy,V. Shantaram,Japan,277,682,12,Growing,70,14,540.73,263.73,1,10.0
Comedy,Ralph Fiennes,Govind Nihalani,Australia,308,5881,2,Slow Drop,54,21,349.64,41.64,1,5.9
Comedy,Estelle Harris,Guillermo del Toro,Brazil,402,7637,14,Drop Fast,73,10,-735.88,-1137.88,0,7.9
Fantasy,Colin Jost,Frank Capra,Mexico,195,9497,9,Stable,21,7,543.93,348.93,1,7.9
Drama,Michaela Coel,Ramesh Sippy,Brazil,101,5403,13,Drop Fast,60,22,-494.5,-595.5,0,7.0
Thriller,Hank Azaria,Frank Capra,Italy,335,3561,7,Stable,73,14,1413.46,1078.46,1,8.6
Horror,Harry Shearer,Zoya Akhtar,Mexico,209,6147,6,Slow Drop,56,13,745.44,536.44,1,7.3
Action,Dulquer Salmaan,Yorgos Lanthimos,Belgium,422,9233,8,Stable,23,21,2123.91,1701.91,1,7.5
Horror,John DiMaggio,Walt Disney,Germany,141,3734,14,Drop Fast,75,22,-701.6,-842.6,0,7.2
Action,Naseeruddin Shah,Michael Bay,United Kingdom,81,2072,2,Drop Fast,50,2,5.59,-75.41,0,2.2
Sci-Fi,Amy Poehler,Danny Boyle,United Kingdom,388,7458,14,Growing,72,10,-3731.56,-4119.56,0,8.0
Horror,Sterling K. Brown,Christopher Nolan,Australia,41,6182,5,Drop Fast,16,1,8.15,-32.85,0,4.8
Animation,Aziz Ansari,Federico Fellini,Thailand,290,3705,4,Growing,28,1,40.81,-249.19,0,4.1
Animation,Robert Downey Jr.,George Miller,South Korea,429,3520,8,Drop Fast,50,3,116.44,-312.56,0,5.9
Romance,Chris Rock,K. Asif,Thailand,433,2928,13,Growing,73,11,2349.46,1916.46,1,10.0
Drama,John Cho,Rémi Bezançon,New Zealand,307,1154,1,Slow Drop,11,19,7.71,-299.29,0,1.4
Action,Beck Bennett,Peter Jackson,France,139,1795,12,Growing,14,9,194.68,55.68,1,9.0
Action,Jonathan Groff,Brian De Palma,South Korea,146,2488,3,Drop Fast,65,13,105.94,-40.06,0,3.0
Drama,Judi Dench,Rakeysh Omprakash Mehra,Brazil,258,7045,10,Slow Drop,11,22,734.27,476.27,1,8.2
Fantasy,Gary Oldman,Sanjay Leela Bhansali,India,52,7863,8,Stable,27,4,378.88,326.88,1,8.7
Romance,Sharad Kelkar,Henry Selick,China,259,7136,5,Drop Fast,42,20,425.73,166.73,1,6.1
Fantasy,Bobby Moynihan,Isao Takahata,Italy,138,943,4,Growing,66,23,408.18,270.18,1,6.4
Fantasy,Meryl Streep,Ramesh Sippy,Thailand,294,1694,6,Stable,52,6,166.68,-127.32,0,4.2
Fantasy,Christian Bale,Claude Barras,Mexico,212,6806,12,Growing,21,2,224.06,12.06,1,9.9
Drama,Cate Blanchett,Ron Howard,India,105,7144,5,Stable,29,9,404.3,299.3,1,7.3
Fantasy,Julie Kavner,Alejandro G. Iñárritu,Russia,50,7408,3,Slow Drop,55,18,595.99,545.99,1,7.1
Animation,Awkwafina,Greta Gerwig,Ireland,447,407,13,Drop Fast,37,4,16.11,-430.89,0,6.7
Comedy,Helen Mirren,Kireet Khurana,New Zealand,74,1283,11,Slow Drop,36,1,17.2,-56.8,0,6.7
Sci-Fi,Jim Cummings,Alfonso Cuarón,Brazil,140,2612,14,Drop Fast,43,1,28.14,-111.86,0,6.7
Action,Awkwafina,Walt Disney,Mexico,284,3511,5,Stable,49,20,643.7,359.7,1,6.0
Action,Antonio Banderas,Yasujirō Ozu,Mexico,71,6951,4,Slow Drop,36,17,481.83,410.83,1,5.7
Sci-Fi,Jason Segel,Andrew Adamson,United Kingdom,8,8157,1,Drop Fast,14,19,36.46,28.46,1,5.3
Drama,Will Smith,Chris Meledandri,Italy,228,8788,1,Stable,39,3,34.32,-193.68,0,2.5
Horror,Elizabeth Banks,Ridley Scott,United Kingdom,5,408,14,Slow Drop,20,23,116.75,111.75,1,9.6
Drama,Steven Yeun,Chris Sanders,Japan,294,7748,7,Slow Drop,20,22,765.02,471.02,1,7.6
Action,Kal Penn,Neeraj Pandey,Thailand,113,8824,4,Slow Drop,61,23,1564.31,1451.31,1,5.7
Action,Varun Dhawan,Terrence Malick,Germany,269,2856,1,Slow Drop,21,17,27.05,-241.95,0,2.7
Sci-Fi,Hailee Steinfeld,Hrishikesh Mukherjee,Germany,67,6050,6,Growing,13,3,89.13,22.13,1,7.7
Fantasy,Michael Che,Terrence Malick,South Korea,270,2636,11,Stable,23,4,143.5,-126.5,0,7.0
Drama,Don Rickles,Andrew Adamson,Mexico,142,5593,12,Growing,48,13,3528.96,3386.96,1,9.9
Thriller,Sharad Kelkar,Werner Herzog,Australia,438,333,11,Stable,59,15,193.21,-244.79,0,6.6
Sci-Fi,Andy Serkis,George Miller,United States,48,7433,12,Stable,23,12,1480.94,1432.94,1,9.4
Animation,John Cho,Rodney Rothman,New Zealand,378,838,11,Stable,12,3,21.98,-356.02,0,5.6
Action,Jim Cummings,Luis Buñuel,United States,436,1428,11,Drop Fast,31,21,152.27,-283.73,0,6.9
Sci-Fi,Helena Bonham Carter,Guy Ritchie,China,266,4219,1,Stable,50,8,75.97,-190.03,0,2.6
Drama,Sterling K. Brown,Henry Selick,Italy,220,2396,8,Slow Drop,72,1,48.72,-171.28,0,6.1
Action,Samuel L. Jackson,Peter Jackson,New Zealand,125,1175,12,Growing,17,18,295.31,170.31,1,10.0
Horror,Amy Poehler,Yorgos Lanthimos,Germany,156,6321,13,Slow Drop,66,13,-1407.36,-1563.36,0,7.9
Sci-Fi,Jim Varney,Yash Chopra,Ireland,217,1228,9,Slow Drop,42,7,105.33,-111.67,0,6.6
Romance,Kate McKinnon,Guy Ritchie,Belgium,238,725,11,Growing,38,13,276.58,38.58,1,9.7
Action,Jess Harnell,Carlos Saldanha,New Zealand,355,2527,3,Slow Drop,18,17,68.42,-286.58,0,2.4
Drama,Nana Patekar,James Cameron,United Kingdom,115,2746,7,Drop Fast,16,13,85.45,-29.55,0,4.0
Comedy,Issa Rae,Chris Wedge,Japan,446,1035,13,Slow Drop,73,13,441.95,-4.05,0,7.8
Thriller,Dee Bradley Baker,Peter Jackson,India,365,2683,5,Slow Drop,51,11,274.44,-90.56,0,3.5
Mystery,George Takei,M. Night Shyamalan,Spain,324,2934,3,Growing,23,14,162.21,-161.79,0,2.3
Fantasy,John Ratzenberger,Dean DeBlois,Mexico,226,7504,5,Slow Drop,55,21,1109.36,883.36,1,6.9
Mystery,Wallace Shawn,Don Bluth,India,444,4249,10,Growing,60,10,2140.67,1696.67,1,8.6
Drama,Will Smith,Claude Barras,United Kingdom,230,8523,7,Stable,72,8,2161.61,1931.61,1,8.0
Animation,Benedict Cumberbatch,Edgar Wright,Mexico,214,592,7,Stable,55,6,97.46,-116.54,0,5.0
Animation,Julie Kavner,Sam Peckinpah,Thailand,400,2666,9,Drop Fast,77,19,901.33,501.33,1,9.0
Comedy,Morgan Freeman,Alê Abreu,Thailand,423,1425,8,Growing,53,23,1278.78,855.78,1,8.4
Fantasy,Angelina Jolie,Farhan Akhtar,Mexico,75,2905,4,Growing,40,19,636.81,561.81,1,6.4
Romance,John Goodman,John Lasseter,Spain,364,661,5,Growing,59,12,175.78,-188.22,0,3.0
Comedy,Beck Bennett,Benjamin Renner,Brazil,93,4185,5,Drop Fast,62,21,507.65,414.65,1,7.8
Mystery,Rose Byrne,Andrei Tarkovsky,Spain,266,351,10,Drop Fast,58,7,20.31,-245.69,0,5.7
Comedy,Dulquer Salmaan,Rémi Bezançon,Russia,370,1985,12,Slow Drop,47,18,858.13,488.13,1,9.8
Mystery,Dulquer Salmaan,Karan Johar,Brazil,192,6442,2,Growing,32,20,470.28,278.28,1,5.9
Action,Issa Rae,Bimal Roy,Japan,116,8345,12,Drop Fast,70,18,78.94,-37.06,0,6.4
Animation,Lakeith Stanfield,Akira Kurosawa,Italy,417,6556,7,Stable,29,23,1773.94,1356.94,1,7.4
Action,Anne Hathaway,John Huston,Denmark,426,7510,7,Stable,45,3,364.25,-61.75,0,4.3
Thriller,Jason Mantzoukas,Michel Ocelot,Germany,243,7045,9,Growing,16,9,886.66,643.66,1,8.1
Fantasy,Don Rickles,Peter Ramsey,India,260,3660,13,Stable,44,6,530.78,270.78,1,9.3
Romance,Michael Che,Hayao Miyazaki,Italy,154,2036,9,Slow Drop,12,1,8.81,-145.19,0,6.5
Mystery,Wallace Shawn,Ron Clements,Spain,131,9467,4,Slow Drop,29,10,309.14,178.14,1,6.8
Romance,Anne Hathaway,Ron Clements,Germany,396,5943,5,Growing,19,8,228.89,-167.11,0,3.2
Mystery,Mila Kunis,Travis Knight,India,323,6478,7,Drop Fast,67,23,-1217.84,-1540.84,0,5.0
Drama,Seth Green,Greta Gerwig,Italy,401,1693,10,Drop Fast,51,17,224.41,-176.59,0,5.5
Comedy,Maggie Smith,Federico Fellini,Germany,415,1748,7,Drop Fast,29,3,22.88,-392.12,0,4.4
Thriller,David Hyde Pierce,Vittorio De Sica,Russia,406,9176,11,Drop Fast,13,3,70.09,-335.91,0,7.0
Animation,Seth Rogen,Wolfgang Reitherman,Thailand,278,5363,10,Growing,34,3,630.39,352.39,1,9.8
Mystery,Mindy Kaling,Ava DuVernay,India,337,5904,11,Slow Drop,62,7,1132.15,795.15,1,9.8
Romance,Mila Kunis,Hiroyuki Imaishi,Australia,402,6604,8,Growing,22,22,2176.46,1774.46,1,9.1
Thriller,Ian McKellen,Vikramaditya Motwane,China,143,6888,8,Growing,71,11,4188.5,4045.5,1,9.0
Horror,Kevin Michael Richardson,Rich Moore,India,107,3851,2,Stable,24,18,116.38,9.38,1,5.9
Horror,Pankaj Tripathi,Arnab Chaudhuri,Belgium,246,2263,12,Slow Drop,10,5,55.71,-190.29,0,7.6
Action,Will Smith,David Hand,Thailand,121,2220,9,Drop Fast,17,22,153.29,32.29,1,8.7
Animation,Tiffany Haddish,Hamilton Luske,Ireland,218,4957,11,Slow Drop,70,2,309.1,91.1,1,8.6
Drama,Grey DeLisle,Glen Keane,India,21,6123,4,Stable,70,14,1074.23,1053.23,1,7.3
Romance,Kate McKinnon,Luis Buñuel,China,183,7553,1,Growing,69,1,37.16,-145.84,0,1.7
Comedy,Vin Diesel,Rian Johnson,India,228,9342,1,Slow Drop,16,4,19.89,-208.11,0,2.0
Comedy,Pete Davidson,Mark Osborne,Canada,274,8416,5,Stable,31,14,673.98,399.98,1,6.8
Romance,Patrick Warburton,Luis Buñuel,Germany,317,8409,7,Growing,39,15,2201.23,1884.23,1,8.4
Fantasy,Jordan Peele,Pete Docter,Denmark,353,769,5,Drop Fast,10,20,9.7,-343.3,0,3.2
Drama,Seth Green,David Fincher,India,138,5312,13,Slow Drop,40,20,1768.97,1630.97,1,10.0
Thriller,Keegan-Michael Key,Tomm Moore,China,118,1555,3,Drop Fast,50,17,51.65,-66.35,0,3.1
Mystery,Patrick Warburton,Danny Boyle,Russia,445,8256,11,Drop Fast,19,3,99.58,-345.42,0,6.6
Fantasy,Cree Summer,Brian De Palma,Russia,136,1030,7,Stable,39,23,328.85,192.85,1,7.5
Mystery,Paul Rudd,Martin Scorsese,Italy,143,5331,1,Stable,27,4,30.14,-112.86,0,2.6
Mystery,Rose Byrne,François Truffaut,Japan,369,5602,11,Growing,74,18,-3594.97,-3963.97,0,7.4
Fantasy,Angelina Jolie,Abbas Kiarostami,China,236,9263,1,Drop Fast,75,1,9.33,-226.67,0,1.5
Action,Dev Patel,Don Bluth,Russia,379,1034,12,Stable,24,5,60.42,-318.58,0,7.5
Horror,Irrfan Khan,Nick Park,Denmark,96,5152,2,Stable,26,18,233.04,137.04,1,5.4
Mystery,Kyle Mooney,Ethan Coen,New Zealand,271,1169,1,Drop Fast,11,13,3.09,-267.91,0,2.3
Fantasy,Jane Lynch,Kyle Balda,Spain,103,792,9,Growing,24,14,210.33,107.33,1,9.1
Fantasy,Tim Allen,Arnab Chaudhuri,Japan,211,454,4,Drop Fast,71,20,43.53,-167.47,0,4.4
Sci-Fi,Bobby Cannavale,Majid Majidi,Japan,12,2861,7,Growing,29,3,121.61,109.61,1,6.8
Action,Rebel Wilson,Alê Abreu,Brazil,374,8994,5,Growing,73,23,-3130.91,-3504.91,0,4.3
Animation,Jason Segel,Hayao Miyazaki,Italy,447,9457,14,Stable,49,6,2841.78,2394.78,1,9.7
Sci-Fi,Gary Oldman,Satyajit Ray,India,409,2039,7,Drop Fast,52,11,130.65,-278.35,0,4.9
Sci-Fi,Donald Glover,Wolfgang Reitherman,Ireland,325,6105,13,Drop Fast,18,9,240.15,-84.85,0,7.7
Romance,Jason Mantzoukas,Katsuhiro Otomo,Brazil,97,2631,13,Stable,60,20,1742.18,1645.18,1,9.5
Horror,Jim Carrey,Brenda Chapman,South Korea,412,7956,7,Slow Drop,67,19,-1878.3,-2290.3,0,5.3
Fantasy,Vanessa Bayer,Park Chan-wook,South Korea,162,5553,1,Slow Drop,36,7,43.16,-118.84,0,2.0
Horror,Shah Rukh Khan,Neeraj Pandey,New Zealand,364,1165,1,Drop Fast,27,22,11.09,-352.91,0,2.6
Drama,Scarlett Johansson,Pedro Almodóvar,France,103,1937,11,Stable,12,21,277.59,174.59,1,9.7
Romance,Patrick Warburton,Frank Capra,United States,229,684,3,Growing,32,10,45.58,-183.42,0,3.5
Animation,Steve Buscemi,Paul Thomas Anderson,Russia,344,8141,10,Growing,41,7,2909.55,2565.55,1,8.0
Horror,Zendaya,Akira Kurosawa,India,445,8402,2,Drop Fast,19,5,26.68,-418.32,0,2.1
Comedy,Idina Menzel,Raj Kapoor,Italy,212,6451,14,Stable,35,4,747.64,535.64,1,10.0
Mystery,Aziz Ansari,Mamoru Hosoda,United Kingdom,77,2227,7,Drop Fast,13,17,55.09,-21.91,0,5.7
Drama,Rajinikanth,Neeraj Pandey,Belgium,405,5413,3,Drop Fast,26,5,33.75,-371.25,0,3.3
Action,Jordan Peele,Vetrimaaran,India,63,8190,7,Stable,19,17,732.78,669.78,1,8.0
Animation,John Goodman,Werner Herzog,Brazil,291,6427,9,Drop Fast,32,17,569.24,278.24,1,9.1
Drama,Estelle Harris,Satyajit Ray,Japan,68,7181,12,Growing,20,17,2130.5,2062.5,1,9.6
Mystery,Rajinikanth,Guillermo del Toro,France,260,8996,11,Slow Drop,10,1,34.74,-225.26,0,6.1
Romance,Rose Byrne,Pa. Ranjith,Russia,52,1168,1,Growing,31,2,5.0,-47.0,0,2.9
Mystery,Jenny Slate,John Huston,Italy,283,636,3,Slow Drop,15,23,23.38,-259.62,0,2.3
Sci-Fi,Neil Patrick Harris,Ron Clements,China,202,2009,13,Stable,52,19,1538.76,1336.76,1,10.0
Mystery,Nancy Cartwright,Federico Fellini,New Zealand,162,6746,11,Drop Fast,79,9,897.44,735.44,1,9.3
Sci-Fi,Elizabeth Banks,Christopher Miller,Mexico,315,8307,6,Slow Drop,8,20,266.13,-48.87,0,4.4
Romance,Stephanie Beatriz,Sunao Katabuchi,India,11,5705,13,Stable,10,23,917.66,906.66,1,10.0
Thriller,Helen Mirren,Paul Thomas Anderson,Germany,252,5457,9,Stable,72,15,3173.43,2921.43,1,8.1
Sci-Fi,Aamir Khan,Hideaki Anno,Canada,372,5109,5,Stable,22,19,446.38,74.38,1,7.2
Action,Danny DeVito,Bong Joon-ho,New Zealand,236,8684,3,Growing,57,5,393.0,157.0,1,6.6
Mystery,Judi Dench,Chris Sanders,New Zealand,110,661,8,Growing,27,13,156.89,46.89,1,7.4
Mystery,Akshay Kumar,Brenda Chapman,Brazil,102,3433,13,Slow Drop,10,4,65.55,-36.45,0,7.2
Action,Jim Carrey,Gitanjali Rao,Brazil,272,5402,14,Slow Drop,68,13,-2446.41,-2718.41,0,7.3
Comedy,Awkwafina,Brian De Palma,Brazil,64,3139,12,Growing,22,6,329.75,265.75,1,9.9
Fantasy,Lakeith Stanfield,Elia Kazan,South Korea,312,288,5,Slow Drop,66,12,36.58,-275.42,0,3.0
Thriller,Jane Lynch,Kireet Khurana,South Korea,415,1863,6,Slow Drop,61,9,180.2,-234.8,0,4.9
Animation,Jim Carrey,Shankar,Mexico,144,3501,13,Drop Fast,67,15,1015.2,871.2,1,9.5
Sci-Fi,Morgan Freeman,Jean-Luc Godard,Mexico,401,5337,2,Slow Drop,44,21,336.63,-64.37,0,3.2
Action,Cate Blanchett,Fritz Lang,New Zealand,332,6229,4,Stable,28,15,528.94,196.94,1,7.1
Romance,Fred Armisen,John Musker,Brazil,194,621,1,Drop Fast,30,17,5.52,-188.48,0,2.9
Sci-Fi,Scarlett Johansson,Francis Ford Coppola,United States,129,3949,14,Slow Drop,25,5,195.35,66.35,1,10.0
Fantasy,Estelle Harris,Ava DuVernay,Spain,417,5171,13,Drop Fast,24,5,140.65,-276.35,0,6.8
Romance,Salman Khan,Asghar Farhadi,Thailand,167,7045,4,Stable,38,5,181.16,14.16,1,7.5
Drama,Patrick Warburton,Yorgos Lanthimos,Spain,64,4633,1,Slow Drop,71,21,189.44,125.44,1,4.4
Mystery,Bill Nighy,Anurag Kashyap,Spain,417,465,4,Drop Fast,55,14,24.23,-392.77,0,3.6
Drama,Colin Jost,Hiroyuki Imaishi,Japan,35,3050,14,Slow Drop,33,2,101.55,66.55,1,10.0
Sci-Fi,Beck Bennett,Zoya Akhtar,China,337,1578,2,Drop Fast,29,9,14.29,-322.71,0,3.3
Fantasy,Ben Stiller,Sam Raimi,United States,80,6703,6,Drop Fast,52,14,473.01,393.01,1,8.0
Thriller,Kristen Wiig,Stanley Kubrick,United States,247,7357,6,Stable,43,15,1280.39,1033.39,1,8.0
Sci-Fi,Don Rickles,Mani Ratnam,South Korea,321,4616,8,Stable,71,4,553.62,232.62,1,7.8
Action,Kevin Hart,Michel Ocelot,India,262,1049,9,Slow Drop,42,23,303.5,41.5,1,8.1
Horror,Seth Rogen,Mark Osborne,Germany,421,5014,8,Growing,34,6,635.54,214.54,1,8.6
Sci-Fi,Aziz Ansari,Woody Allen,Italy,194,9383,1,Slow Drop,75,14,236.3,42.3,1,6.3
Mystery,Awkwafina,Bimal Roy,United Kingdom,381,3964,13,Drop Fast,24,5,136.42,-244.58,0,6.7
Mystery,Amy Poehler,Neeraj Pandey,Japan,319,7579,3,Stable,77,11,1006.51,687.51,1,7.0
Sci-Fi,Bradley Cooper,Neeraj Pandey,Australia,300,3474,6,Stable,18,21,390.6,90.6,1,7.6
Romance,Tom Kenny,Brenda Chapman,New Zealand,181,916,1,Drop Fast,12,14,2.53,-178.47,0,2.9
Horror,Steve Carell,David Hand,Belgium,292,5280,8,Growing,65,7,1586.74,1294.74,1,8.1
Action,Patrick Stewart,George Stevens,Denmark,298,1095,14,Stable,64,14,710.42,412.42,1,10.0
Sci-Fi,John DiMaggio,Shoojit Sircar,Australia,352,2743,6,Growing,21,13,258.65,-93.35,0,5.3
Romance,Tina Fey,Ridley Scott,Thailand,211,7971,1,Stable,79,18,467.09,256.09,1,4.7
Mystery,Bill Nighy,Andrew Adamson,Belgium,219,4837,10,Drop Fast,8,2,18.21,-200.79,0,5.8
Mystery,Eddie Murphy,Kathryn Bigelow,Russia,348,8266,2,Slow Drop,23,9,83.78,-264.22,0,3.5
Fantasy,Steven Yeun,Bob Persichetti,United Kingdom,145,3753,6,Slow Drop,33,11,248.37,103.37,1,6.8
Sci-Fi,Maurice LaMarche,Sam Raimi,Denmark,89,1549,10,Growing,56,20,1638.15,1549.15,1,8.8
Horror,Hugh Jackman,Travis Knight,Thailand,186,3186,14,Slow Drop,49,11,838.11,652.11,1,9.9
Comedy,Beck Bennett,Rajkumar Hirani,United States,336,7396,8,Drop Fast,77,6,543.92,207.92,1,8.5
Horror,Hugo Weaving,Martin Scorsese,Spain,132,2322,5,Slow Drop,73,1,29.35,-102.65,0,3.5
Mystery,Estelle Harris,Sunao Katabuchi,China,273,8889,1,Growing,60,5,181.55,-91.45,0,2.2
Mystery,Kate McKinnon,Stanley Kubrick,China,43,8246,14,Drop Fast,16,22,856.91,813.91,1,10.0
Drama,John Goodman,Satyajit Ray,Belgium,27,9113,10,Drop Fast,76,14,-449.53,-476.53,0,5.6
Mystery,Julia Louis-Dreyfus,Billy Wilder,Canada,246,1563,2,Stable,47,16,114.83,-131.17,0,3.2
Action,Patton Oswalt,Barry Jenkins,Ireland,370,507,4,Stable,63,9,38.76,-331.24,0,2.8
Animation,Michael Che,Travis Knight,India,111,2951,4,Slow Drop,12,19,82.71,-28.29,0,4.4
Sci-Fi,James Corden,Sriram Raghavan,Italy,352,9275,7,Growing,63,20,-3488.54,-3840.54,0,4.8
Horror,Yeardley Smith,Fritz Lang,Germany,146,7982,2,Drop Fast,79,8,154.85,8.85,1,5.9
Animation,James Corden,Deepa Mehta,Spain,149,1464,7,Slow Drop,12,8,51.11,-97.89,0,5.0
Romance,Meryl Streep,Alfonso Cuarón,Spain,284,5539,7,Slow Drop,76,16,1550.19,1266.19,1,6.9
Comedy,Scarlett Johansson,Todd Phillips,Spain,249,7703,7,Stable,59,18,3408.03,3159.03,1,8.3
Action,Chris Rock,Sanjay Leela Bhansali,Thailand,446,6048,13,Slow Drop,40,8,736.13,290.13,1,10.0
Horror,Andy Serkis,David Hand,Italy,195,9444,3,Slow Drop,29,23,683.11,488.11,1,6.2
Animation,Pamela Adlon,Jean-Pierre Jeunet,United States,294,693,6,Stable,22,9,43.19,-250.81,0,4.2
Comedy,Tom Hiddleston,Wolfgang Reitherman,Russia,183,2221,12,Slow Drop,72,5,296.44,113.44,1,10.0
Drama,Vijay Sethupathi,Kireet Khurana,Brazil,116,1947,6,Slow Drop,78,2,62.05,-53.95,0,4.8
Action,Lakeith Stanfield,Orson Welles,Belgium,218,5287,4,Drop Fast,30,21,256.83,38.83,1,6.9
Action,Nawazuddin Siddiqui,Steven Spielberg,Russia,142,3502,1,Slow Drop,13,14,22.93,-119.07,0,3.3
Drama,Akshay Kumar,Adoor Gopalakrishnan,Brazil,378,7327,9,Stable,65,18,-2078.49,-2456.49,0,5.8
Sci-Fi,Nick Kroll,David Lean,China,204,5222,2,Stable,33,13,212.88,8.88,1,5.3
Drama,Jason Mantzoukas,Frank Capra,Germany,409,6355,9,Drop Fast,19,12,252.24,-156.76,0,4.6
Action,Jess Harnell,Pa. Ranjith,China,425,9323,8,Stable,9,15,588.11,163.11,1,8.1
Action,Robin Williams,Vicky Jenson,Denmark,11,6609,1,Stable,39,21,235.26,224.26,1,5.7
Animation,Michael Che,Orson Welles,Russia,350,5454,11,Stable,57,15,3315.33,2965.33,1,8.7
Mystery,Issa Rae,Imtiaz Ali,Belgium,17,9148,7,Slow Drop,68,23,-959.55,-976.55,0,3.9
Comedy,Frank Welker,Jordan Peele,India,84,9446,13,Drop Fast,18,23,1139.21,1055.21,1,10.0
Drama,Morgan Freeman,Sylvain Chomet,Russia,290,4554,10,Growing,75,1,311.75,21.75,1,8.6
Comedy,Jr. NTR,Anthony Stacchi,United States,163,3653,3,Drop Fast,41,22,171.64,8.64,1,6.1
Drama,Om Puri,Isao Takahata,United Kingdom,393,2716,10,Drop Fast,15,7,58.71,-334.29,0,5.2
Romance,Rose Byrne,Sam Raimi,Canada,420,6269,13,Drop Fast,15,13,233.71,-186.29,0,7.0
Action,Morgan Freeman,Sam Peckinpah,Japan,276,7574,10,Growing,22,18,2692.07,2416.07,1,8.8
Mystery,Robin Williams,Ava DuVernay,Italy,205,9038,14,Growing,12,1,129.53,-75.47,0,8.4
Animation,Willem Dafoe,Robert Eggers,United Kingdom,154,5408,14,Stable,26,11,1280.63,1126.63,1,10.0
Mystery,Leslie Jones,Luchino Visconti,United Kingdom,432,394,14,Slow Drop,16,13,47.52,-384.48,0,7.0
Mystery,Lake Bell,Vittorio De Sica,Ireland,300,4491,9,Stable,64,20,3167.65,2867.65,1,8.7
Mystery,John DiMaggio,Raj Kapoor,France,297,6410,5,Stable,61,9,936.15,639.15,1,7.5
Comedy,Samuel L. Jackson,Sriram Raghavan,Italy,338,5330,11,Growing,36,16,2584.91,2246.91,1,9.0
Drama,Rashida Jones,Sam Peckinpah,Canada,276,521,3,Stable,26,11,20.06,-255.94,0,3.0
Thriller,Phil LaMarr,Neeraj Pandey,Mexico,47,6905,8,Stable,53,3,554.71,507.71,1,9.2
Romance,Leslie Jones,Lars von Trier,Mexico,323,1902,12,Growing,69,17,1940.75,1617.75,1,10.0
Horror,Priyanka Chopra,Sam Peckinpah,Italy,19,1030,3,Drop Fast,67,2,7.49,-11.51,0,3.1
Mystery,Mila Kunis,Hideaki Anno,Thailand,252,8580,7,Drop Fast,12,9,152.75,-99.25,0,4.9
Sci-Fi,Bill Hader,Paul Thomas Anderson,Denmark,176,5806,14,Growing,40,9,2512.52,2336.52,1,10.0
Comedy,Hank Azaria,Christopher Miller,Ireland,222,291,7,Slow Drop,62,16,89.59,-132.41,0,4.8
Animation,Patrick Stewart,Ethan Coen,Spain,141,4077,7,Stable,26,1,49.08,-91.92,0,4.6
Horror,Aamir Khan,Pete Docter,Brazil,325,2536,14,Drop Fast,24,17,226.29,-98.71,0,7.3
Thriller,Ram Charan,Masaaki Yuasa,Japan,231,7876,12,Growing,49,10,3096.17,2865.17,1,9.1
